"","iso2c","country","year","FM.AST.GOVT.ZG.M2","FM.AST.PRVT.ZG.M2","FM.LBC.MQMY.CN","FM.LBC.XMQM.CN","FM.LBL.MQMY.CN","FM.LBL.MQMY.GD.ZS","FM.LBL.MQMY.IR.ZS","FM.LBL.XMQM.CN","iso3c","region","capital","longitude","latitude","income","lending"
"950","ME","Montenegro",2009,NA,NA,NA,NA,1456912006.3,48.8738052551404,3.54906161227335,NA,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"951","ME","Montenegro",2010,NA,NA,NA,NA,1504013027.8,48.4562915406809,3.58518521224701,NA,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"952","ME","Montenegro",2011,NA,NA,NA,NA,1531977341,47.3700964422429,5.43038839889138,NA,"MNE","Europe & Central Asia (all income levels)","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"953","MF","St. Martin (French part)",2005,NA,NA,NA,NA,NA,NA,NA,NA,"MAF","Latin America & Caribbean (all income levels)","Marigot","","","High income: nonOECD","Not classified"
"954","MF","St. Martin (French part)",2006,NA,NA,NA,NA,NA,NA,NA,NA,"MAF","Latin America & Caribbean (all income levels)","Marigot","","","High income: nonOECD","Not classified"
"955","MF","St. Martin (French part)",2007,NA,NA,NA,NA,NA,NA,NA,NA,"MAF","Latin America & Caribbean (all income levels)","Marigot","","","High income: nonOECD","Not classified"
"956","MF","St. Martin (French part)",2008,NA,NA,NA,NA,NA,NA,NA,NA,"MAF","Latin America & Caribbean (all income levels)","Marigot","","","High income: nonOECD","Not classified"
"957","MF","St. Martin (French part)",2009,NA,NA,NA,NA,NA,NA,NA,NA,"MAF","Latin America & Caribbean (all income levels)","Marigot","","","High income: nonOECD","Not classified"
"958","MF","St. Martin (French part)",2010,NA,NA,NA,NA,NA,NA,NA,NA,"MAF","Latin America & Caribbean (all income levels)","Marigot","","","High income: nonOECD","Not classified"
"959","MF","St. Martin (French part)",2011,NA,NA,NA,NA,NA,NA,NA,NA,"MAF","Latin America & Caribbean (all income levels)","Marigot","","","High income: nonOECD","Not classified"
"960","MG","Madagascar",2005,-5.16346667977155,9.17711278444331,44644144762.6699,95562516707.3301,2031867593539.48,20.1326483823256,2.10768097132556,108387133937.33,"MDG","Sub-Saharan Africa (all income levels)","Antananarivo","45.7167","-20.4667","Low income","IDA"
"961","MG","Madagascar",2006,-15.6450579935899,9.56045982508104,537187864144.402,-13567025944.4023,2569055457682.54,21.7434636249824,2.0563091160039,94820107992.9277,"MDG","Sub-Saharan Africa (all income levels)","Antananarivo","45.7167","-20.4667","Low income","IDA"
"962","MG","Madagascar",2007,1.98692536304728,8.03504368484741,537447291941.918,16133043558.082,3106502749682.84,22.5768203498829,1.95800129066165,110953151551.01,"MDG","Sub-Saharan Africa (all income levels)","Antananarivo","45.7167","-20.4667","Low income","IDA"
"963","MG","Madagascar",2008,-8.10353525975549,12.8313972545947,397622611158.01,-9119391958.00977,3504125360769.19,21.7906056667637,2.08809592266346,101833759593,"MDG","Sub-Saharan Africa (all income levels)","Antananarivo","45.7167","-20.4667","Low income","IDA"
"964","MG","Madagascar",2009,8.23260118519146,3.70447593446128,396577600153.24,-126373059253.24,3900702960935.43,23.320815626478,2.03040194857343,-24539299660.2402,"MDG","Sub-Saharan Africa (all income levels)","Antananarivo","45.7167","-20.4667","Low income","IDA"
"965","MG","Madagascar",2010,9.77002783590509,9.99387198136755,-1281916034260.24,1625406154260.24,4280364292427.32,23.5275595514944,2.00208189085994,1600866854600,"MDG","Sub-Saharan Africa (all income levels)","Antananarivo","45.7167","-20.4667","Low income","IDA"
"966","MG","Madagascar",2011,NA,27.6429532610516,627679148500,133835828000,4996322317310.94,25.0373564700863,2.17456683004583,1734702682600,"MDG","Sub-Saharan Africa (all income levels)","Antananarivo","45.7167","-20.4667","Low income","IDA"
"967","MH","Marshall Islands",2005,NA,NA,NA,NA,NA,NA,NA,NA,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA"
"968","MH","Marshall Islands",2006,NA,NA,NA,NA,NA,NA,NA,NA,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA"
"969","MH","Marshall Islands",2007,NA,NA,NA,NA,NA,NA,NA,NA,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA"
"970","MH","Marshall Islands",2008,NA,NA,NA,NA,NA,NA,NA,NA,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA"
"971","MH","Marshall Islands",2009,NA,NA,NA,NA,NA,NA,NA,NA,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA"
"972","MH","Marshall Islands",2010,NA,NA,NA,NA,NA,NA,NA,NA,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA"
"973","MH","Marshall Islands",2011,NA,NA,NA,NA,NA,NA,NA,NA,"MHL","East Asia & Pacific (all income levels)","Majuro","171.135","7.11046","Lower middle income","IDA"
"974","MK","Macedonia, FYR",2005,NA,NA,NA,NA,109813898289,37.2184897201171,1.66195407930923,NA,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"975","MK","Macedonia, FYR",2006,NA,NA,NA,NA,137035100291,42.8155747193486,1.4867189406615,NA,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"976","MK","Macedonia, FYR",2007,NA,NA,NA,NA,179123535918,49.0764203628055,1.76861179707344,NA,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"977","MK","Macedonia, FYR",2008,NA,NA,NA,NA,198678210381.5,48.2546772050459,2.2488059723604,NA,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"978","MK","Macedonia, FYR",2009,NA,NA,NA,NA,209623140723,51.036203151089,2.07723492183402,NA,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"979","MK","Macedonia, FYR",2010,NA,NA,NA,NA,235073807000,54.1504973370927,2.22110486812689,NA,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"980","MK","Macedonia, FYR",2011,NA,NA,NA,NA,257378669000,55.9775612291725,2.18152749961588,NA,"MKD","Europe & Central Asia (all income levels)","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"981","ML","Mali",2005,4.34287252456266,-0.743374576276492,75485800000,-27763474910,840286400000,30.0275373258174,1.86484584658564,50750508970,"MLI","Sub-Saharan Africa (all income levels)","Bamako","-7.50034","13.5667","Low income","IDA"
"982","ML","Mali",2006,-12.0865377103538,7.02871348185607,56059600000,40826437420,9.09336e+11,28.4037020493711,1.79370585419841,91576946390,"MLI","Sub-Saharan Africa (all income levels)","Bamako","-7.50034","13.5667","Low income","IDA"
"983","ML","Mali",2007,0.400748509159886,6.59008659507369,111985300000,-60262471950,988546300000,28.8664583667927,1.89732458052171,31314474440,"MLI","Sub-Saharan Africa (all income levels)","Bamako","-7.50034","13.5667","Low income","IDA"
"984","ML","Mali",2008,2.43490995732672,1.97960159132254,-10992800000,9991094750,999311500000,25.5396650972981,2.08257682576644,41305569190,"MLI","Sub-Saharan Africa (all income levels)","Bamako","-7.50034","13.5667","Low income","IDA"
"985","ML","Mali",2009,NA,NA,145509300000,36285409620,1144820800000,27.045748634466,1.51109146885427,77590978810,"MLI","Sub-Saharan Africa (all income levels)","Bamako","-7.50034","13.5667","Low income","IDA"
"986","ML","Mali",2010,NA,NA,-221685200000,332230771690,1284969600000,27.5352646612095,1.9298516712308,409821750500,"MLI","Sub-Saharan Africa (all income levels)","Bamako","-7.50034","13.5667","Low income","IDA"
"987","ML","Mali",2011,NA,NA,169780940000,54187607600,1485125540000,29.5593489611115,2.28302833604267,464009358100,"MLI","Sub-Saharan Africa (all income levels)","Bamako","-7.50034","13.5667","Low income","IDA"
"988","MM","Myanmar",2005,NA,NA,NA,NA,2.650387e+12,NA,NA,NA,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA"
"989","MM","Myanmar",2006,NA,NA,NA,NA,3.374238e+12,NA,NA,NA,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA"
"990","MM","Myanmar",2007,NA,NA,NA,NA,4.383844e+12,NA,NA,NA,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA"
"991","MM","Myanmar",2008,NA,NA,NA,NA,5.036695e+12,NA,NA,NA,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA"
"992","MM","Myanmar",2009,NA,NA,NA,NA,6.579807e+12,NA,NA,NA,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA"
"993","MM","Myanmar",2010,NA,NA,NA,NA,9.376208e+12,NA,NA,NA,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA"
"994","MM","Myanmar",2011,NA,NA,NA,NA,1.2231257e+13,NA,NA,NA,"MMR","East Asia & Pacific (all income levels)","Naypyidaw","95.9562","21.914","Low income","IDA"
"995","MN","Mongolia",2005,NA,NA,NA,NA,1140159050454.42,37.4878970193367,2.83941986876203,NA,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA"
"996","MN","Mongolia",2006,NA,NA,NA,NA,1536590413990.75,38.1519068724862,1.8100249667776,NA,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA"
"997","MN","Mongolia",2007,NA,NA,NA,NA,2401249711880.53,48.4450400458397,2.04781434106316,NA,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA"
"998","MN","Mongolia",2008,NA,NA,NA,NA,2270001449596.71,34.6270678738064,2.96517293699363,NA,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA"
"999","MN","Mongolia",2009,NA,NA,NA,NA,2880033869000,43.6988686824652,1.50943964643873,NA,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA"
"1000","MN","Mongolia",2010,NA,NA,NA,NA,4679981421992.46,55.6180269150716,1.507370683773,NA,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA"
"1001","MN","Mongolia",2011,NA,NA,NA,NA,6412259311317.73,57.832062108936,2.06997650723309,NA,"MNG","East Asia & Pacific (all income levels)","Ulaanbaatar","106.937","47.9129","Lower middle income","IDA"
"1002","MO","Macao SAR, China",2005,NA,NA,NA,NA,135419089000,143.34455193888,2.52697011229702,NA,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified"
"1003","MO","Macao SAR, China",2006,NA,NA,NA,NA,168646808000,144.673716377565,2.30802199136075,NA,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified"
"1004","MO","Macao SAR, China",2007,NA,NA,NA,NA,185254923000,127.687331981894,1.74253097880354,NA,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified"
"1005","MO","Macao SAR, China",2008,NA,NA,NA,NA,189472408000,113.958027579116,1.48301851250454,NA,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified"
"1006","MO","Macao SAR, China",2009,NA,NA,NA,NA,211904713000,124.524473121876,1.44630868018902,NA,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified"
"1007","MO","Macao SAR, China",2010,NA,NA,NA,NA,242716573000,106.951627892019,1.27836722294447,NA,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified"
"1008","MO","Macao SAR, China",2011,NA,NA,NA,NA,297600828000,101.31264464076,1.09079602092411,NA,"MAC","East Asia & Pacific (all income levels)","","113.55","22.1667","High income: nonOECD","Not classified"
"1009","MP","Northern Mariana Islands",2005,NA,NA,NA,NA,NA,NA,NA,NA,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified"
"1010","MP","Northern Mariana Islands",2006,NA,NA,NA,NA,NA,NA,NA,NA,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified"
"1011","MP","Northern Mariana Islands",2007,NA,NA,NA,NA,NA,NA,NA,NA,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified"
"1012","MP","Northern Mariana Islands",2008,NA,NA,NA,NA,NA,NA,NA,NA,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified"
"1013","MP","Northern Mariana Islands",2009,NA,NA,NA,NA,NA,NA,NA,NA,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified"
"1014","MP","Northern Mariana Islands",2010,NA,NA,NA,NA,NA,NA,NA,NA,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified"
"1015","MP","Northern Mariana Islands",2011,NA,NA,NA,NA,NA,NA,NA,NA,"MNP","East Asia & Pacific (all income levels)","Saipan","145.765","15.1935","High income: nonOECD","Not classified"
"1016","MR","Mauritania",2005,NA,NA,NA,NA,1.53809e+11,26.5173300783405,8.23184516850548,99584600577,"MRT","Sub-Saharan Africa (all income levels)","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"1017","MR","Mauritania",2006,-36.9436086122761,8.10402082911087,2.0459e+10,14715881873,1.77918e+11,21.7840014594661,3.4056822824136,114300482450,"MRT","Sub-Saharan Africa (all income levels)","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"1018","MR","Mauritania",2007,6.45484432671557,19.4351254865841,2.2316e+10,27775076843.9,2.11558e+11,24.3726764460901,3.94444221238899,142075559293.9,"MRT","Sub-Saharan Africa (all income levels)","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"1019","MR","Mauritania",2008,11.5950478437012,33.3514091677043,31999437620,25372355925.1,240632563081.6,26.6526107475012,5.08664617076036,167447915219,"MRT","Sub-Saharan Africa (all income levels)","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"1020","MR","Mauritania",2009,16.6515505030557,4.36454891747155,29054589170,12721174038.1,278034702333.11,35.008587659516,4.45526987924616,180169089257.1,"MRT","Sub-Saharan Africa (all income levels)","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"1021","MR","Mauritania",2010,4.8629538096922,15.2309899443016,32406219540,16387961128.1,308778988661.67,31.7326495134616,3.8880908088012,196557050385.2,"MRT","Sub-Saharan Africa (all income levels)","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"1022","MR","Mauritania",2011,-1.39674759255233,12.1106565883552,73494846040,14913478364.8,375550407453.49,32.299048828531,2.65946648659385,211470528750,"MRT","Sub-Saharan Africa (all income levels)","Nouakchott","-15.9824","18.2367","Lower middle income","IDA"
"1023","MT","Malta",2005,NA,NA,NA,NA,7106918238.99371,147.532139811378,3.42201305001772,NA,"MLT","Middle East & North Africa (all income levels)","Valletta","14.5189","35.9042","High income: nonOECD","Not classified"
"1024","MT","Malta",2006,NA,NA,NA,NA,7491264849.75542,147.634402462564,3.16542512764903,NA,"MLT","Middle East & North Africa (all income levels)","Valletta","14.5189","35.9042","High income: nonOECD","Not classified"
"1025","MT","Malta",2007,NA,NA,NA,NA,8299557419.05427,152.143084802373,3.00933941991662,NA,"MLT","Middle East & North Africa (all income levels)","Valletta","14.5189","35.9042","High income: nonOECD","Not classified"
"1026","MT","Malta",2008,NA,NA,NA,NA,9.346e+09,160.039727387924,36.6615812731559,NA,"MLT","Middle East & North Africa (all income levels)","Valletta","14.5189","35.9042","High income: nonOECD","Not classified"
"1027","MT","Malta",2009,NA,NA,NA,NA,9.481e+09,162.615988885649,24.4581340643498,NA,"MLT","Middle East & North Africa (all income levels)","Valletta","14.5189","35.9042","High income: nonOECD","Not classified"
"1028","MT","Malta",2010,NA,NA,NA,NA,1.0164e+10,164.900952350049,24.9230123131575,NA,"MLT","Middle East & North Africa (all income levels)","Valletta","14.5189","35.9042","High income: nonOECD","Not classified"
"1029","MT","Malta",2011,NA,NA,NA,NA,1.0862e+10,162.315635320313,29.3122453713027,NA,"MLT","Middle East & North Africa (all income levels)","Valletta","14.5189","35.9042","High income: nonOECD","Not classified"
"1030","MU","Mauritius",2005,2.02943517460741,9.00054023031846,11678231394.381,37268143535.619,189439669770.248,102.207385645005,4.68265606191183,155088297359.104,"MUS","Sub-Saharan Africa (all income levels)","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"1031","MU","Mauritius",2006,0.49119042349465,9.69631567490414,18081379616.081,93950846063.919,207521049387.623,97.2250564024395,5.00037246063093,249039143423.023,"MUS","Sub-Saharan Africa (all income levels)","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"1032","MU","Mauritius",2007,-0.316495849934699,11.9696910293124,31797370141.062,19822669128.938,239318419528.315,98.082123430649,4.17233697593866,268861812551.961,"MUS","Sub-Saharan Africa (all income levels)","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"1033","MU","Mauritius",2008,0.602812999330982,14.979417892441,34995260853.414,38064819946.586,274313680381.089,99.9991543989738,5.3676605499301,306926632498.547,"MUS","Sub-Saharan Africa (all income levels)","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"1034","MU","Mauritius",2009,1.05046379299747,0.406557939410159,22166670993.296,30420261686.704,280826549636.194,99.4590300247894,3.79471292869065,337346894185.251,"MUS","Sub-Saharan Africa (all income levels)","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"1035","MU","Mauritius",2010,NA,9.85845441531015,-207469859657.749,297416009637.749,300231387417.587,100.353771034681,3.72437053399288,634762903823,"MUS","Sub-Saharan Africa (all income levels)","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"1036","MU","Mauritius",2011,NA,30.5787157212947,4487815994,-1835581254,319536669948.002,98.9243926516441,4.01095008718044,632927322569,"MUS","Sub-Saharan Africa (all income levels)","Port Louis","57.4977","-20.1605","Upper middle income","IBRD"
"1037","MV","Maldives",2005,NA,NA,NA,NA,6737210185.29161,53.0335860143581,2.78440727585219,NA,"MDV","South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"1038","MV","Maldives",2006,NA,NA,NA,NA,8008651939.9926,48.0042616948662,2.66936525056308,NA,"MDV","South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"1039","MV","Maldives",2007,NA,NA,NA,NA,9938819714.64,50.3554531198879,2.49320794435667,NA,"MDV","South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"1040","MV","Maldives",2008,NA,NA,NA,NA,12110272374.31,50.0157675181689,3.88406485847021,NA,"MDV","South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"1041","MV","Maldives",2009,NA,NA,NA,NA,13855275390.68,54.5410545877811,3.92769202033592,NA,"MDV","South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"1042","MV","Maldives",2010,NA,NA,NA,NA,15883970112.31,58.1478058787784,3.40617964726377,NA,"MDV","South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"1043","MV","Maldives",2011,NA,NA,NA,NA,19062239077.37,60.3541004222708,3.74430568157478,NA,"MDV","South Asia","Male","73.5109","4.1742","Upper middle income","IDA"
"1044","MW","Malawi",2005,NA,7.69448101575844,7546156241,2466238101.1,53994490735.24,16.550243462137,2.75951723240439,-1325121501,"MWI","Sub-Saharan Africa (all income levels)","Lilongwe","33.7703","-13.9899","Low income","IDA"
"1045","MW","Malawi",2006,NA,18.9765236152411,8864561939,4866065967,62859052673.9,14.8278501401897,3.25615103360345,3540944466,"MWI","Sub-Saharan Africa (all income levels)","Lilongwe","33.7703","-13.9899","Low income","IDA"
"1046","MW","Malawi",2007,NA,13.8812373769458,23001198567,-4370913822,85860251240.77,16.817582694192,2.69879510741264,-829969356,"MWI","Sub-Saharan Africa (all income levels)","Lilongwe","33.7703","-13.9899","Low income","IDA"
"1047","MW","Malawi",2008,NA,5.13206691967709,53783017196.79,37960616906.21,139643299943.69,23.2358078274399,3.91377761863097,37130647550.21,"MWI","Sub-Saharan Africa (all income levels)","Lilongwe","33.7703","-13.9899","Low income","IDA"
"1048","MW","Malawi",2009,NA,3.53792585679991,34388927010.1579,360649409.842072,174032226954.088,24.5060565384389,7.55044826381184,37491296960.0521,"MWI","Sub-Saharan Africa (all income levels)","Lilongwe","33.7703","-13.9899","Low income","IDA"
"1049","MW","Malawi",2010,NA,NA,-67162548623.9479,120223262934.948,231710696315.35,28.5210542206859,4.73259404187162,157714559895,"MWI","Sub-Saharan Africa (all income levels)","Lilongwe","33.7703","-13.9899","Low income","IDA"
"1050","MW","Malawi",2011,NA,NA,35064826090,37260416320.4,314330710152.132,35.6848089467973,9.25373203131382,194974976215.4,"MWI","Sub-Saharan Africa (all income levels)","Lilongwe","33.7703","-13.9899","Low income","IDA"
"1051","MX","Mexico",2005,NA,NA,NA,NA,2543606305828.94,26.9411288867856,3.14943256089071,NA,"MEX","Latin America & Caribbean (all income levels)","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"1052","MX","Mexico",2006,NA,NA,NA,NA,2713839602516.21,25.7526106409079,3.26165084137594,NA,"MEX","Latin America & Caribbean (all income levels)","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"1053","MX","Mexico",2007,NA,NA,NA,NA,2989234193650.34,26.2138487467034,3.13633401463635,NA,"MEX","Latin America & Caribbean (all income levels)","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"1054","MX","Mexico",2008,NA,NA,NA,NA,3255244371112.76,26.5585431195542,3.06294128171814,NA,"MEX","Latin America & Caribbean (all income levels)","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"1055","MX","Mexico",2009,NA,NA,NA,NA,3630282666889.32,30.0174938700653,2.69049714122674,NA,"MEX","Latin America & Caribbean (all income levels)","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"1056","MX","Mexico",2010,NA,NA,NA,NA,4093755148386.49,30.8216860951511,2.68799729307799,NA,"MEX","Latin America & Caribbean (all income levels)","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"1057","MX","Mexico",2011,NA,NA,NA,NA,4502267208339.37,30.9433876784088,2.42657089895042,NA,"MEX","Latin America & Caribbean (all income levels)","Mexico City","-99.1276","19.427","Upper middle income","IBRD"
"1058","MY","Malaysia",2005,NA,NA,NA,NA,679277474459.64,124.964121884925,2.54569325793577,NA,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"1059","MY","Malaysia",2006,NA,NA,NA,NA,771869840064,129.338226236628,2.5390139767748,NA,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"1060","MY","Malaysia",2007,NA,NA,NA,NA,833021504226.72,125.202378366958,2.37593274573429,NA,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"1061","MY","Malaysia",2008,NA,NA,NA,NA,920783860959.32,119.590395839631,2.99717506930101,NA,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"1062","MY","Malaysia",2009,NA,NA,NA,NA,992051869992.63,139.16562087384,2.9105749540485,NA,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"1063","MY","Malaysia",2010,NA,NA,NA,NA,1064945222886.91,133.564424995881,3.10356311291723,NA,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"1064","MY","Malaysia",2011,NA,NA,NA,NA,1220724752868.92,138.019995688748,2.98892053453053,NA,"MYS","East Asia & Pacific (all income levels)","Kuala Lumpur","101.684","3.12433","Upper middle income","IBRD"
"1065","MZ","Mozambique",2005,-2133.71720450757,22339.1684065605,9304242115.669,783095250.331001,43784727503.1518,28.8613926565993,1.721877289153,2894977202.3374,"MOZ","Sub-Saharan Africa (all income levels)","Maputo","32.5713","-25.9664","Low income","IDA"
"1066","MZ","Mozambique",2006,-9625.3829259157,12046.1482481061,10220026026.7477,5265022191.2523,54004753529.0703,29.9624139912947,1.74807314938783,8159999393.5897,"MOZ","Sub-Saharan Africa (all income levels)","Maputo","32.5713","-25.9664","Low income","IDA"
"1067","MZ","Mozambique",2007,3053.19624429551,8125.53714667035,13094696193.3297,-82370536.3296967,67099449722.73,32.3147254353213,1.70378486437629,8077628857.26,"MOZ","Sub-Saharan Africa (all income levels)","Maputo","32.5713","-25.9664","Low income","IDA"
"1068","MZ","Mozambique",2008,-1954.43487229458,21110.9075730607,13624235414.5468,1676201628.45319,80723685136.9831,33.5848082102926,2.000475966648,9753830485.7132,"MOZ","Sub-Saharan Africa (all income levels)","Maputo","32.5713","-25.9664","Low income","IDA"
"1069","MZ","Mozambique",2009,572.793892170098,32701.6905299912,26351315584.9189,7018440211.0811,107075000721.933,40.2215413847832,1.78401805734407,16772270696.7943,"MOZ","Sub-Saharan Africa (all income levels)","Maputo","32.5713","-25.9664","Low income","IDA"
"1070","MZ","Mozambique",2010,871.768207149232,12745.5873508762,-15936857422.2057,52135031398.2057,133411793629.898,42.3581684469711,1.73436389062518,68907302095,"MOZ","Sub-Saharan Africa (all income levels)","Maputo","32.5713","-25.9664","Low income","IDA"
"1071","MZ","Mozambique",2011,NA,NA,6440302912,-885470058,143801723598.507,39.4261409175672,1.90895926102016,68021832037,"MOZ","Sub-Saharan Africa (all income levels)","Maputo","32.5713","-25.9664","Low income","IDA"
"1072","NA","Namibia",2005,3.1412684532551,25.3052243587474,1548588678.2,2301790581.33,17370222753.59,37.616273927329,8.75172256136599,8143228732.11,"NAM","Sub-Saharan Africa (all income levels)","Windhoek","17.0931","-22.5648","Upper middle income","IBRD"
"1073","NA","Namibia",2006,-4.52959073214496,20.2311740606302,5147936572.22,2581446196.67,22518158589.12,41.6790327602377,7.39671640859289,10724674928.78,"NAM","Sub-Saharan Africa (all income levels)","Windhoek","17.0931","-22.5648","Upper middle income","IBRD"
"1074","NA","Namibia",2007,-8.70630663738146,16.0709711910177,2290063833.7496,2021739549.4504,24808223159.9125,39.8504587013916,3.92982747081965,12746414478.2304,"NAM","Sub-Saharan Africa (all income levels)","Windhoek","17.0931","-22.5648","Upper middle income","IBRD"
"1075","NA","Namibia",2008,-1.01337366397812,16.2611687062476,4432596671.5275,3533052408.6725,29240898544.1002,41.6750993824694,2.73756990741291,16279466886.9029,"NAM","Sub-Saharan Africa (all income levels)","Windhoek","17.0931","-22.5648","Upper middle income","IBRD"
"1076","NA","Namibia",2009,-3.02385502563669,4.80008346245926,1728930686.6629,12879266123.3371,47731431827.2081,64.5671647943905,2.74651770455387,29158733010.24,"NAM","Sub-Saharan Africa (all income levels)","Windhoek","17.0931","-22.5648","Upper middle income","IBRD"
"1077","NA","Namibia",2010,-2.68681531523098,8.83761825407809,-6916664159.46,10545994198.46,51567013437.4352,63.2190489000832,4.15376398955441,39704727208.7,"NAM","Sub-Saharan Africa (all income levels)","Windhoek","17.0931","-22.5648","Upper middle income","IBRD"
